INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
3867,1,0,57.0,2,17.0,76123.0,No,287747.0,Yes,z_F,z_High School,z_Blue Collar,28,Commercial,14810.0,1,z_SUV,no,0.0,0,Yes,0,8.0,Highly Urban/ Urban
3871,0,2,45.0,2,11.0,102264.0,Yes,0.0,z_No,z_F,Bachelors,Professional,14,Private,16230.0,3,Minivan,no,8132.0,2,No,3,7.0,Highly Urban/ Urban
3872,0,0,49.0,0,7.0,226422.0,No,550607.0,Yes,M,PhD,Manager,52,Commercial,29040.0,6,Panel Truck,no,0.0,0,Yes,0,9.0,Highly Urban/ Urban
3873,0,0,30.0,2,12.0,61164.0,No,196346.0,Yes,z_F,z_High School,z_Blue Collar,47,Private,21410.0,4,z_SUV,no,0.0,0,Yes,0,10.0,z_Highly Rural/ Rural
3874,0,0,41.0,2,13.0,50542.0,No,197090.0,Yes,z_F,z_High School,z_Blue Collar,37,Commercial,29870.0,17,Minivan,no,40450.0,2,Yes,0,1.0,Highly Urban/ Urban
3875,0,0,49.0,0,12.0,116040.0,No,274423.0,Yes,z_F,Bachelors,Professional,52,Commercial,28850.0,1,Pickup,no,0.0,0,No,1,13.0,Highly Urban/ Urban
3876,0,0,50.0,0,3.0,87719.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,20,Commercial,15360.0,4,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3877,0,0,51.0,1,11.0,66501.0,No,197809.0,Yes,z_F,Bachelors,Professional,42,Commercial,13250.0,1,Pickup,no,7049.0,2,No,7,14.0,Highly Urban/ Urban
3878,0,0,53.0,0,13.0,95455.0,No,0.0,z_No,z_F,Bachelors,Professional,5,Private,18550.0,13,Minivan,no,9969.0,1,No,0,8.0,Highly Urban/ Urban
3879,0,2,40.0,3,0.0,0.0,Yes,66506.0,z_No,z_F,<High School,Home Maker,38,Private,2670.0,1,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3880,1,0,61.0,0,9.0,59563.0,No,233352.0,Yes,M,Bachelors,Professional,18,Private,9470.0,6,z_SUV,yes,35070.0,2,Yes,0,11.0,Highly Urban/ Urban
3881,0,0,52.0,0,11.0,63967.0,No,246870.0,z_No,M,Bachelors,Manager,38,Commercial,20630.0,6,Van,yes,2088.0,4,No,3,9.0,Highly Urban/ Urban
3882,0,0,41.0,0,10.499286363046581,27907.0,No,152144.0,z_No,z_F,z_High School,Home Maker,40,Private,14500.0,7,Minivan,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
3884,0,0,42.0,2,10.499286363046581,80054.0,Yes,0.0,z_No,z_F,z_High School,Professional,5,Private,11110.0,1,z_SUV,no,0.0,0,No,1,10.0,z_Highly Rural/ Rural
3885,1,0,51.0,0,11.0,52967.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,11,Commercial,11900.0,7,z_SUV,no,0.0,0,Yes,1,1.0,Highly Urban/ Urban
3887,0,0,54.0,0,8.0,77051.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,11,Commercial,14610.0,10,Minivan,yes,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3888,0,0,59.0,0,14.0,61898.0946086055,No,268617.0,Yes,M,PhD,Manager,35,Commercial,18560.0,1,Van,yes,0.0,0,No,1,14.0,Highly Urban/ Urban
3890,0,0,40.0,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,27,Private,8380.0,7,Pickup,yes,1343.0,1,No,1,1.0,Highly Urban/ Urban
3891,0,0,39.0,3,10.499286363046581,11009.0,Yes,0.0,z_No,z_F,<High School,Clerical,41,Private,6500.0,10,z_SUV,no,0.0,0,Yes,0,8.32832309502026,z_Highly Rural/ Rural
3892,0,0,53.0,0,0.0,0.0,No,66839.0,Yes,z_F,z_High School,Home Maker,6,Private,15440.0,9,z_SUV,no,47414.0,1,Yes,0,1.0,Highly Urban/ Urban
3893,0,0,46.0,0,12.0,51225.0,No,129042.0,z_No,z_F,z_High School,Clerical,48,Private,19280.0,4,Sports Car,no,0.0,0,No,0,1.0,Highly Urban/ Urban
3895,0,0,30.0,2,10.499286363046581,134792.0,Yes,304438.0,z_No,z_F,Bachelors,z_Blue Collar,28,Commercial,23840.0,4,z_SUV,no,0.0,0,Yes,0,9.0,Highly Urban/ Urban
3896,0,0,37.0,2,9.0,30287.0,No,174483.0,Yes,z_F,z_High School,z_Blue Collar,31,Commercial,17580.0,1,z_SUV,no,10205.0,2,No,2,1.0,Highly Urban/ Urban
3897,0,0,35.0,0,4.0,60075.0,No,184673.0,z_No,z_F,Masters,Lawyer,16,Private,7510.0,10,Sports Car,no,51593.0,1,Yes,3,18.0,Highly Urban/ Urban
3898,1,1,42.0,1,11.0,52898.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,19,Commercial,26620.0,1,Panel Truck,yes,3950.0,3,No,6,1.0,Highly Urban/ Urban
3899,0,0,56.0,0,10.499286363046581,44259.0,No,183641.0,Yes,z_F,Masters,Lawyer,27,Private,11530.0,10,z_SUV,no,0.0,0,No,0,11.0,z_Highly Rural/ Rural
3900,0,0,58.0,0,13.0,69214.0,No,225537.0,Yes,z_F,PhD,Home Maker,43,Commercial,33750.0,6,Panel Truck,no,6016.0,1,No,5,18.0,Highly Urban/ Urban
3901,0,0,50.0,0,12.0,107047.0,No,290830.0,z_No,z_F,Bachelors,Manager,27,Private,19650.0,4,Sports Car,no,0.0,0,No,0,14.0,Highly Urban/ Urban
3902,0,0,46.0,0,11.0,16369.0,No,129084.0,z_No,z_F,z_High School,Home Maker,22,Private,7740.0,6,Sports Car,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural
3903,0,0,56.0,0,12.0,97775.0,No,325479.0,Yes,z_F,Masters,Lawyer,38,Private,22450.0,3,Pickup,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3904,0,0,39.0,0,13.0,36241.0,No,167608.0,Yes,M,Bachelors,Manager,23,Private,9780.0,4,Pickup,yes,4253.0,2,No,0,1.0,Highly Urban/ Urban
3905,0,0,41.0,2,12.0,1954.0,No,98325.0,Yes,z_F,<High School,Home Maker,69,Private,5800.0,1,Sports Car,no,0.0,0,No,4,3.0,Highly Urban/ Urban
3906,0,0,46.0,0,11.0,26601.0,No,130121.0,Yes,z_F,z_High School,Clerical,32,Private,21620.0,1,Minivan,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
3908,1,0,43.0,0,13.0,67891.0,No,199571.0,Yes,z_F,Masters,Manager,22,Private,8290.0,1,z_SUV,no,0.0,0,No,0,8.0,Highly Urban/ Urban
3909,1,2,57.0,2,9.0,9763.0,Yes,146670.0,z_No,z_F,z_High School,Home Maker,21,Private,7200.0,1,z_SUV,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3911,0,0,48.0,0,11.0,82709.0,No,0.0,z_No,z_F,Masters,Manager,39,Commercial,23510.0,1,Pickup,no,0.0,0,No,0,16.0,Highly Urban/ Urban
3912,1,0,34.0,1,0.0,0.0,No,154867.2897232688,Yes,z_F,z_High School,Student,36,Commercial,22160.0,6,z_SUV,no,11132.0,2,No,0,8.0,Highly Urban/ Urban
3915,0,0,39.0,0,11.0,93612.0,No,268445.0,Yes,M,Bachelors,z_Blue Collar,34,Commercial,17820.0,1,Minivan,yes,7905.0,1,No,6,13.0,Highly Urban/ Urban
3916,0,0,50.0,0,14.0,26537.0,No,163884.0,Yes,M,Masters,z_Blue Collar,36,Commercial,10300.0,15,Pickup,no,0.0,0,No,1,18.0,Highly Urban/ Urban
3917,0,0,52.0,0,12.0,91300.0,No,294883.0,Yes,M,PhD,Manager,9,Commercial,10110.0,10,Pickup,no,0.0,0,No,0,4.0,Highly Urban/ Urban
3918,0,0,39.0,0,12.0,61898.0946086055,No,233181.0,Yes,z_F,PhD,Manager,6,Private,9800.0,7,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban
3919,0,0,48.0,0,13.0,31114.0,No,144375.0,Yes,M,Masters,Lawyer,22,Private,7500.0,1,Pickup,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3920,0,0,33.0,3,8.0,31530.0,Yes,0.0,z_No,z_F,z_High School,Clerical,43,Private,9620.0,1,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3922,1,0,44.0,0,5.0,51172.0,No,177812.0,Yes,z_F,Bachelors,Professional,52,Private,14870.0,7,z_SUV,no,5817.0,2,No,2,9.0,Highly Urban/ Urban
3924,0,0,27.0,3,12.0,19255.0,Yes,121206.0,z_No,z_F,<High School,Home Maker,45,Private,3680.0,7,z_SUV,no,0.0,0,No,1,6.0,Highly Urban/ Urban
3925,0,0,41.0,3,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,34,Private,5600.0,4,z_SUV,no,9715.0,1,No,7,1.0,Highly Urban/ Urban
3926,0,0,49.0,0,8.0,47965.0,No,160049.0,Yes,M,Bachelors,Professional,41,Private,13410.0,4,Minivan,yes,11389.0,4,No,4,14.0,Highly Urban/ Urban
3927,0,0,49.0,0,5.0,38170.0,No,0.0,z_No,z_F,Masters,Lawyer,28,Private,6650.0,6,z_SUV,no,0.0,0,No,0,16.0,Highly Urban/ Urban
3928,0,0,54.0,0,12.0,84096.0,No,0.0,z_No,M,Masters,Lawyer,31,Private,20820.0,11,Minivan,yes,6987.0,2,No,4,16.0,Highly Urban/ Urban
3930,0,2,38.0,2,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,13,Private,5300.0,1,z_SUV,no,6815.0,1,No,3,13.0,z_Highly Rural/ Rural
3933,0,0,46.0,0,8.0,66251.0,No,217701.0,Yes,z_F,z_High School,z_Blue Collar,44,Commercial,25850.0,1,Minivan,no,0.0,0,No,2,5.0,z_Highly Rural/ Rural
3934,1,0,37.0,0,11.0,27509.0,No,0.0,z_No,M,<High School,z_Blue Collar,38,Commercial,22610.0,10,Panel Truck,no,812.0,1,No,10,1.0,Highly Urban/ Urban
3935,0,0,45.0,2,10.499286363046581,77203.0,Yes,0.0,z_No,z_F,Bachelors,Professional,30,Private,16540.0,10,z_SUV,no,3901.0,2,No,7,7.0,Highly Urban/ Urban
3936,0,0,40.0,0,10.0,133623.0,No,328267.0,Yes,M,PhD,Lawyer,40,Private,16030.0,6,Minivan,no,0.0,0,No,1,1.0,Highly Urban/ Urban
3938,0,0,51.0,0,7.0,13659.0,No,0.0,z_No,M,<High School,Clerical,30,Commercial,8150.0,13,Pickup,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3939,1,0,46.0,0,8.0,35995.0,No,0.0,z_No,M,Masters,Professional,58,Commercial,5100.0,1,Pickup,no,0.0,0,Yes,0,12.0,Highly Urban/ Urban
3940,1,0,24.0,1,10.0,5427.0,No,0.0,Yes,M,z_High School,Student,23,Commercial,24630.0,7,Panel Truck,yes,24546.0,1,Yes,11,5.0,Highly Urban/ Urban
3941,0,1,41.0,2,13.0,43704.0,No,122066.0,Yes,M,Bachelors,Clerical,20,Private,14390.0,1,Minivan,yes,3482.0,2,No,0,13.0,Highly Urban/ Urban
3942,0,0,44.0,0,12.0,151991.0,No,409512.0,z_No,z_F,PhD,Doctor,25,Private,25770.0,4,z_SUV,no,0.0,0,No,2,6.0,Highly Urban/ Urban
3944,1,0,35.0,3,8.0,61898.0946086055,No,95898.0,Yes,M,<High School,Student,53,Commercial,24050.0,6,Panel Truck,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
3945,0,0,63.0,0,9.0,87516.0,No,289088.0,Yes,M,Masters,Professional,37,Commercial,25540.0,6,Pickup,yes,720.0,2,No,0,14.0,Highly Urban/ Urban
3946,1,0,63.0,0,0.0,0.0,No,111129.0,Yes,z_F,PhD,Home Maker,33,Private,7800.0,6,Sports Car,no,6181.0,2,No,1,15.0,Highly Urban/ Urban
3947,0,1,42.0,2,15.0,30939.0,No,153954.0,Yes,M,z_High School,Home Maker,33,Commercial,8790.0,17,Pickup,yes,5192.0,3,No,5,1.0,Highly Urban/ Urban
3948,1,0,49.0,0,11.0,99488.0,No,0.0,z_No,M,Masters,Lawyer,56,Private,16350.0,3,Van,no,8692.0,2,No,11,16.0,Highly Urban/ Urban
3949,0,0,50.0,0,12.0,14600.0,No,117538.0,Yes,z_F,z_High School,Home Maker,75,Private,17360.0,1,Minivan,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural
3950,1,0,41.0,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Student,13,Commercial,5600.0,8,z_SUV,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3951,0,0,61.0,0,6.0,46826.0,No,178836.0,z_No,z_F,Masters,Lawyer,19,Private,23880.0,10,z_SUV,no,1776.0,3,No,4,16.0,Highly Urban/ Urban
3952,0,1,40.0,4,16.0,138736.0,Yes,0.0,z_No,M,Bachelors,Manager,20,Private,19370.0,10,Van,no,5375.0,2,No,7,14.0,Highly Urban/ Urban
3953,0,0,52.0,0,6.0,21802.0,No,0.0,z_No,z_F,<High School,Clerical,56,Private,8880.0,3,z_SUV,no,0.0,0,No,1,5.0,z_Highly Rural/ Rural
3954,0,0,53.0,0,14.0,66062.0,No,217993.0,Yes,M,Bachelors,Manager,36,Commercial,32400.0,1,Panel Truck,yes,0.0,0,No,0,9.0,Highly Urban/ Urban
3955,0,0,35.0,0,8.0,17569.0,No,103278.0,Yes,z_F,<High School,Clerical,58,Private,6760.0,6,Sports Car,no,0.0,0,No,0,8.32832309502026,z_Highly Rural/ Rural
3958,0,0,50.0,0,14.0,81493.0,No,154867.2897232688,Yes,M,Bachelors,z_Blue Collar,44,Commercial,15600.0,1,Minivan,yes,1833.0,1,No,6,7.0,Highly Urban/ Urban
3959,0,0,48.0,0,10.0,58368.0,No,154867.2897232688,z_No,z_F,z_High School,Professional,30,Private,10420.0,1,z_SUV,no,506.0,2,No,2,4.0,Highly Urban/ Urban
3960,0,0,33.0,1,15.0,72731.0,No,286643.0,Yes,z_F,Bachelors,Manager,28,Private,12070.0,7,Minivan,no,0.0,0,No,1,10.0,Highly Urban/ Urban
3962,1,0,29.0,1,11.0,72438.0,Yes,0.0,z_No,M,Bachelors,Professional,16,Commercial,25450.0,3,Panel Truck,yes,22443.0,1,Yes,0,8.32832309502026,Highly Urban/ Urban
3963,0,0,47.0,0,10.499286363046581,133675.0,No,0.0,z_No,z_F,Masters,Lawyer,32,Private,2840.0,4,Sports Car,no,0.0,0,No,0,7.0,Highly Urban/ Urban
3964,1,0,45.0,0,0.0,0.0,No,108137.0,Yes,z_F,z_High School,Home Maker,50,Private,12140.0,1,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban
3965,0,0,38.0,0,14.0,68328.0,No,0.0,z_No,M,Bachelors,Professional,50,Private,8010.0,6,Minivan,yes,1011.0,2,No,5,15.0,Highly Urban/ Urban
3966,0,0,30.0,0,10.0,74725.0,No,0.0,z_No,M,Bachelors,Manager,38,Private,11970.0,13,Pickup,no,5891.0,5,No,4,10.0,Highly Urban/ Urban
3967,0,0,42.0,0,11.0,14795.0,No,106253.0,Yes,M,Bachelors,Professional,36,Commercial,7180.0,16,Pickup,yes,0.0,0,No,3,13.0,z_Highly Rural/ Rural
3968,1,0,64.0,0,5.0,46598.0,No,180231.0,z_No,z_F,Masters,Lawyer,27,Private,12560.0,4,Sports Car,no,0.0,0,No,3,1.0,Highly Urban/ Urban
3969,0,1,44.0,3,12.0,179607.0,No,449065.0,Yes,M,PhD,z_Blue Collar,27,Commercial,29390.0,1,Panel Truck,no,0.0,0,No,0,20.0,Highly Urban/ Urban
3970,0,1,45.0,1,11.0,78599.0,Yes,255423.0,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,1500.0,4,Sports Car,no,7579.0,2,No,5,6.0,Highly Urban/ Urban
3972,1,0,43.0,0,0.0,0.0,No,76613.0,z_No,z_F,<High School,Home Maker,45,Private,5800.0,7,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3973,1,3,43.0,4,13.0,42554.0,Yes,0.0,z_No,z_F,<High School,Clerical,22,Private,10060.0,6,z_SUV,no,27746.0,4,Yes,2,7.0,Highly Urban/ Urban
3974,1,0,48.0,0,11.0,106668.0,No,247751.0,Yes,M,Bachelors,Professional,29,Private,16970.0,8,Van,no,0.0,0,No,0,9.0,Highly Urban/ Urban
3975,0,0,45.0,0,13.0,226674.0,No,0.0,z_No,M,PhD,z_Blue Collar,23,Commercial,28670.0,1,Panel Truck,no,10474.0,1,No,0,8.32832309502026,Highly Urban/ Urban
3976,0,0,33.0,1,11.0,46376.0,No,189029.0,Yes,M,z_High School,z_Blue Collar,16,Commercial,11040.0,1,Minivan,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
3977,0,0,54.0,0,12.0,133408.0,No,342194.0,Yes,M,PhD,z_Blue Collar,30,Commercial,36030.0,1,Panel Truck,yes,0.0,0,No,1,20.0,Highly Urban/ Urban
3978,0,0,54.0,0,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,29,Private,1500.0,4,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3979,0,0,26.0,0,0.0,0.0,No,51796.0,z_No,z_F,<High School,Home Maker,22,Private,1500.0,4,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3980,0,0,50.0,0,13.0,43218.0,No,192238.0,Yes,M,Masters,Lawyer,14,Private,16200.0,10,Minivan,no,0.0,0,Yes,4,17.0,Highly Urban/ Urban
3981,0,0,36.0,0,11.0,25087.0,No,172361.0,Yes,M,z_High School,Clerical,51,Private,13120.0,1,Minivan,no,0.0,0,No,1,8.0,Highly Urban/ Urban
3982,0,0,38.0,0,13.0,92395.0,No,0.0,z_No,z_F,Bachelors,Professional,61,Private,22780.0,4,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
3983,1,0,38.0,0,0.0,0.0,No,0.0,z_No,M,Bachelors,Home Maker,75,Commercial,6570.0,4,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban
3984,0,0,30.0,1,10.0,61898.0946086055,Yes,0.0,z_No,M,z_High School,Clerical,43,Commercial,21230.0,7,Van,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
3985,0,0,45.0,0,13.0,86603.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,57,Commercial,18750.0,6,z_SUV,no,0.0,0,No,1,7.0,z_Highly Rural/ Rural
3986,0,0,36.0,0,8.0,78948.0,No,194294.0,z_No,M,Masters,Lawyer,60,Private,12990.0,13,Minivan,no,39424.0,3,Yes,5,9.0,Highly Urban/ Urban
3987,0,0,55.0,0,13.0,113700.0,No,354191.0,z_No,z_F,Bachelors,z_Blue Collar,33,Commercial,40750.0,1,Van,no,1534.0,2,No,0,10.0,Highly Urban/ Urban
3988,1,0,31.0,1,7.0,3594.0,No,0.0,Yes,M,z_High School,Student,26,Commercial,4960.0,7,Pickup,yes,0.0,0,Yes,0,8.0,Highly Urban/ Urban
3989,0,0,39.0,0,12.0,38924.0,No,185320.0,Yes,M,z_High School,Professional,16,Private,1500.0,7,Minivan,yes,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
3990,0,0,42.0,3,14.0,182462.0,No,401307.0,Yes,z_F,PhD,Professional,32,Private,40630.0,10,Van,no,0.0,0,No,0,16.0,Highly Urban/ Urban
3991,1,2,40.0,2,14.0,58000.0,No,244016.0,Yes,z_F,Bachelors,Clerical,31,Private,15150.0,14,z_SUV,no,1190.0,2,No,0,1.0,Highly Urban/ Urban
3992,0,0,49.0,0,8.0,1133.0,No,117420.0,Yes,z_F,<High School,Home Maker,35,Private,6400.0,4,Sports Car,no,5761.0,3,No,0,1.0,Highly Urban/ Urban
3993,0,0,48.0,0,13.0,156918.0,No,432118.0,Yes,z_F,PhD,Manager,41,Private,21990.0,7,Minivan,no,0.0,0,No,0,14.0,Highly Urban/ Urban
3994,1,0,47.0,0,10.0,52412.0,No,0.0,z_No,M,<High School,z_Blue Collar,5,Commercial,20110.0,1,Van,no,1455.0,3,Yes,0,1.0,Highly Urban/ Urban
3995,0,0,60.0,0,0.0,0.0,No,154867.2897232688,Yes,z_F,z_High School,Home Maker,32,Private,7500.0,4,Sports Car,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural
3996,1,0,32.0,0,0.0,0.0,No,0.0,z_No,z_F,Masters,Home Maker,49,Private,12790.0,13,Minivan,no,4514.0,4,No,9,18.0,Highly Urban/ Urban
3997,0,0,51.0,0,12.0,50375.0,No,154867.2897232688,Yes,M,z_High School,z_Blue Collar,37,Commercial,10790.0,1,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban
3998,1,1,42.0,3,5.0,21042.0,Yes,154867.2897232688,z_No,M,z_High School,Clerical,37,Private,20630.0,4,Van,yes,6870.0,2,No,1,8.0,z_Highly Rural/ Rural
3999,1,0,32.0,2,10.0,27053.0,Yes,137180.0,z_No,M,<High School,z_Blue Collar,10,Private,4210.0,1,Minivan,no,0.0,0,No,5,5.0,Highly Urban/ Urban
4000,0,0,46.0,0,10.0,59110.0,No,248132.0,z_No,M,Bachelors,z_Blue Collar,32,Commercial,12010.0,7,Pickup,yes,0.0,0,No,3,6.0,z_Highly Rural/ Rural
4001,0,0,47.0,0,7.0,115008.0,No,313017.0,Yes,z_F,Masters,Manager,36,Private,17700.0,1,z_SUV,no,0.0,0,No,0,16.0,Highly Urban/ Urban
4002,0,0,52.0,0,0.0,0.0,No,135296.0,z_No,z_F,z_High School,Home Maker,48,Private,17620.0,1,z_SUV,no,0.0,0,Yes,0,8.0,Highly Urban/ Urban
4003,0,0,50.0,0,7.0,63724.0,No,0.0,z_No,z_F,Bachelors,Manager,21,Private,7870.0,6,z_SUV,no,11070.0,2,No,2,7.0,Highly Urban/ Urban
4007,0,0,37.0,0,8.0,72447.0,No,230332.0,Yes,M,Masters,z_Blue Collar,32,Commercial,23670.0,6,Panel Truck,yes,11213.0,4,No,0,17.0,Highly Urban/ Urban
4008,0,0,54.0,0,11.0,43385.0,No,120939.0,Yes,z_F,z_High School,z_Blue Collar,27,Commercial,29370.0,6,Pickup,no,0.0,0,No,0,10.0,z_Highly Rural/ Rural
4009,0,0,56.0,0,10.0,31093.0,No,143407.0,Yes,M,Masters,Manager,19,Private,12560.0,7,Minivan,no,0.0,0,No,3,9.0,Highly Urban/ Urban
4010,0,0,41.0,0,10.499286363046581,74187.0,No,0.0,z_No,M,Bachelors,Professional,43,Private,16360.0,1,Van,yes,0.0,0,No,1,10.0,Highly Urban/ Urban
4012,0,0,54.0,0,14.0,38999.0,No,155493.0,Yes,M,Bachelors,Professional,30,Commercial,26150.0,7,Panel Truck,no,0.0,0,No,1,9.0,Highly Urban/ Urban
4015,0,0,37.0,0,14.0,61517.0,No,204018.0,Yes,z_F,Bachelors,Clerical,47,Private,17240.0,4,z_SUV,no,0.0,0,Yes,1,7.0,Highly Urban/ Urban
4018,1,0,39.0,0,6.0,61898.0946086055,No,154867.2897232688,z_No,M,<High School,z_Blue Collar,44,Private,12720.0,1,Minivan,no,0.0,0,No,4,1.0,Highly Urban/ Urban
4019,0,0,39.0,0,9.0,61567.0,No,218824.0,z_No,z_F,z_High School,Manager,29,Private,13640.0,14,Minivan,no,0.0,0,No,2,1.0,Highly Urban/ Urban
4021,0,0,44.0,0,13.0,89292.0,No,281688.0,Yes,M,Masters,z_Blue Collar,15,Commercial,6000.0,7,Pickup,no,6637.0,2,No,3,16.0,Highly Urban/ Urban
4023,0,0,53.0,0,16.0,20618.0,No,0.0,Yes,M,Bachelors,Student,28,Commercial,8860.0,4,Pickup,no,0.0,0,No,2,9.0,Highly Urban/ Urban
4024,0,0,36.0,2,12.0,2647.0,Yes,0.0,z_No,M,<High School,Student,49,Private,15340.0,1,Minivan,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
4025,0,0,49.0,0,13.0,35867.0,No,149919.0,z_No,z_F,z_High School,Clerical,46,Private,11280.0,1,z_SUV,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
4027,1,0,43.0,3,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,24,Commercial,5800.0,13,Sports Car,no,8566.0,2,No,6,1.0,Highly Urban/ Urban
4028,0,1,38.0,1,8.0,40662.0,No,154033.0,Yes,z_F,Bachelors,Clerical,29,Private,20690.0,17,z_SUV,no,35134.0,2,No,4,11.0,z_Highly Rural/ Rural
4029,1,0,60.0,0,17.0,38391.0,No,137071.0,Yes,z_F,z_High School,z_Blue Collar,47,Commercial,5340.0,6,z_SUV,no,7108.0,2,No,3,1.0,Highly Urban/ Urban
4030,0,0,53.0,0,12.0,45308.0,No,182449.0,Yes,M,Bachelors,Professional,39,Commercial,21980.0,1,Van,no,0.0,0,No,0,11.0,Highly Urban/ Urban
4031,1,0,38.0,0,11.0,61898.0946086055,No,0.0,z_No,M,z_High School,z_Blue Collar,5,Commercial,17380.0,6,Van,yes,0.0,0,No,1,1.0,z_Highly Rural/ Rural
4033,0,0,52.0,0,14.0,84091.0,No,268669.0,Yes,M,PhD,Doctor,53,Private,15110.0,4,Minivan,yes,6466.0,2,No,0,8.32832309502026,Highly Urban/ Urban
4034,0,0,52.0,0,13.0,146001.0,No,437230.0,Yes,M,Masters,z_Blue Collar,19,Commercial,18630.0,14,Van,no,0.0,0,No,2,15.0,Highly Urban/ Urban
4035,0,0,53.0,0,0.0,0.0,No,0.0,z_No,M,z_High School,Student,47,Commercial,30050.0,14,Panel Truck,yes,0.0,0,No,0,1.0,z_Highly Rural/ Rural
4036,0,0,44.0,0,10.0,72118.0,No,224429.0,z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,13110.0,4,z_SUV,no,0.0,0,No,0,7.0,z_Highly Rural/ Rural
4037,0,0,58.0,0,10.499286363046581,61077.0,No,205595.0,Yes,M,Bachelors,Professional,39,Commercial,30050.0,3,Panel Truck,yes,0.0,0,No,1,4.0,z_Highly Rural/ Rural
4038,0,0,35.0,3,11.0,81630.0,No,232014.0,Yes,z_F,Bachelors,Professional,71,Private,32210.0,1,z_SUV,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
4039,0,0,51.0,0,8.0,61898.0946086055,No,166754.0,Yes,M,Bachelors,Manager,36,Commercial,8100.0,3,Pickup,yes,0.0,0,No,0,17.0,Highly Urban/ Urban
4040,0,0,54.0,0,0.0,0.0,No,110051.0,Yes,z_F,Masters,Home Maker,55,Private,6900.0,6,z_SUV,no,0.0,0,No,0,12.0,Highly Urban/ Urban
4041,0,0,73.0,3,10.499286363046581,116520.0,No,362060.0,Yes,M,PhD,Doctor,5,Private,19540.0,14,Minivan,no,0.0,0,No,0,21.0,Highly Urban/ Urban
4042,0,0,46.0,0,15.0,36079.0,No,0.0,z_No,M,z_High School,Clerical,44,Private,18410.0,9,Van,no,0.0,0,No,0,5.0,z_Highly Rural/ Rural
4044,1,0,35.0,1,13.0,22021.0,Yes,0.0,z_No,z_F,z_High School,Clerical,10,Private,14360.0,4,z_SUV,no,0.0,0,No,1,1.0,Highly Urban/ Urban
4046,0,0,31.0,1,13.0,39489.0,No,116150.0,Yes,z_F,z_High School,Professional,60,Private,10260.0,4,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
4047,0,0,47.0,0,13.0,63367.0,No,182321.0,Yes,M,z_High School,Clerical,28,Private,14460.0,10,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
